Transcript,Sentiment
"UM GREAT 80S MOVIE FOR THOSE WHO HAVENT SEEN IT
",POSITIVE
"CHARLIE SHEEN WAS WINNING THERE
",POSITIVE
"AND HES WINNING NO
",POSITIVE
"SO THEY COULD UM UM KIND OF GET A LITTLE BIT OF CHRIS HEMSWORTH STAR POWER INTO THAT
",POSITIVE
"UM GREAT MOVIE OVERALL
",POSITIVE
" THEY DID VERY WELL TO ESTABLISH THE CHARACTER OF THOR
",POSITIVE
"THE PROBLEM WITH A LOT OF COMIC BOOK SHOWS AND MOVIES
",NEGATIVE
"AND YOU SAW THIS WITH THE NBC RECENT FLOP OF THE CAPE WHICH IS A SHOW I LOVE 
",NEGATIVE
"BUT THE AUDIENCE THAT WAS WATCHING IT THEY NEEDED THEY NEEDED A PAY OFF RIGHT AWAY
",NEGATIVE
"AND THEY NEEDED CHARACTER ESTABLISHED RIGHT AWAY
",NEGATIVE
"AND WHY IS THIS PERSON WEARING TIGHTS 
",NEGATIVE
"OR WHY ARE THEY CARRYING A HAMMER
",NEGATIVE
" YOU KNOW WHY WHAT IS THEIR MISSION 
",NEGATIVE
"AND I THINK THAT DIRECTORS OF THOR AND THE SCRIPT WRITERS DID THAT RIGHT AWAY
",POSITIVE
"YOU SAW THOR FOR HOW HES IN THE COMICS POMPOUS AN AROGANT INDIVIDUAL
",NEGATIVE
"UM BUT THEY ALSO DID A GREAT JOB IN BUILDING THE BACKSTORY OF JANE FOSTER PLAYED BY NATALIE PORTMAN AND HER CREW AND HOW THEY RELATE TO THOR
",POSITIVE
"SO I THINK THAT WAS REALLY GOOD
",POSITIVE
"THEY DIDNT BELABORED THOR ON EARTH
",POSITIVE
"HE SOUNDED LIKE HE DIDNT LEARN FROM THE EARTHLINGS
",NEGATIVE
"YOU GET OTHER WHOLE SHIELD INVOLVEMENT WHICH IS COOL TO SEE THAT A LOT OF COOLER REFERENCES THAT AT ONE POINT THEY REFERENCE IM A DOCTOR WITH GAMA RADIATION 
",POSITIVE
"UM FIRST THINGS FIRST CHRISTINA AGUILERAS XXX I SWEAR THE XXX XXX
",POSITIVE
"UM WHY I SAID THAT IS BECAUSE SHE IS GOD A CRAZY CRAZY VOICE
",POSITIVE
" AND SHE SURE CAN SING REALLY REALLY WELL IN THIS MOVIE YOU KNOW
",POSITIVE
"AND YOU KNOW IT MAKES YOU WANNA KNOW WHO ELSE YOU KNOW IN THE HISTORY OF NOWADAYS HAS THE VOICE LIKE THAT AND YOU KNOW ITS NOONE
",NEGATIVE
"BUT SHE STILL LOOKS LIKE SHES 48
",NEGATIVE
"AND HER FACE DOESNT MOVE AT ALL
",NEGATIVE
" COZ WHEN YOU SEE HER FACE MOVES IT FEELS LIKE YOU KNOW YOU FEEL WORRIED FOR HER
",POSITIVE
"YOU FEEL LIKE HER FACE IS GOING TO FALL APART
",NEGATIVE
"AND OVERALL THE MOVIES QUITE ENTERTAINING
",POSITIVE
"THAT THE DANCERS UM WONDERFUL
",POSITIVE
" ITS SEXY BUT NOT SLUTTY 
",POSITIVE
"WHO IS DROP DEAD GORGEOUS BY THE WAY
",POSITIVE
"UM THE SONGS IN THE MOVIE ARE WONDERFUL 
",POSITIVE
"YOU KNOW IT MATCHES THE WHOLE THEME OF THE MOVIE YOU KNOW CABARET AND YOU KNOW THE LOOKS
",POSITIVE
"AND OVERALL PROBABLY ID GIVE IT ABOUT 35 STARS YOU KNOW POPCORN MOVIE AND YOU KNOW
",POSITIVE
" CONSIDERING ALL THE AWESOME MOVIES THAT WE HAD AND XXX INCEPTION THE BLACK SWAN AND YOU KNOW THE SOCIAL NETWORK
",POSITIVE
"THIS ONE YOU KNOW PROBABLY IN THE MIDDLE SO 35 STARS
",NEGATIVE
"AND IF YOU HAVE MONEY TO SPEND GO AHEAD
",NEGATIVE
"ANYWAYIT WAS A REALLY CUTE MOVIE
",POSITIVE
"I REALLY DIDNT WANNA GO SEE IT
",NEGATIVE
"AND IT SEEMS TO ME THAN WHEN PRODUCTION COMPANIES START PUSHING MOVIES THAT FAR AHEAD AND WHEN THEY WERE GONNA BE RELEASED THAT USAUALLY MEANS THAT THEY ARE NOT GONNA BE GREAT
",NEGATIVE
" AND I WAS PLEASANTLY SURPRISED BY THIS MOVIE
",POSITIVE
"I WAS I THOROUGHLY ENJOYED IT
",POSITIVE
"UM THIS IS A GREAT FAMILY MOVIE TO TAKE YOUR WHOLE FAMILY TO THIS MOVIE
",POSITIVE
" ITS GREAT FOR ALL AGES
",POSITIVE
"UM I THOUGHT THE STORY LINE WAS REALLY CUTE
",POSITIVE
"AND AGAIN IT DOES REALLY TUG AT THE HEART STRENGHTS WITH THE LITTLE BABY ANIMALS AT THE BEGINNING
",POSITIVE
" UM IT HAS IT HAS A VERY PREDICTABLE STORY
",NEGATIVE
"THAT SO WHAT IS STILL A REALLY GREAT MOVIE TO TAKE YOUR WHOLE FAMILY TO
",POSITIVE
" BUT IF IT WAS ANNE HATHAWAY WHO DID THE SINGING SHE DID A GREAT JOB
",POSITIVE
" I HAD NO IDEA THAT ANNE HATHAWAY COULD REALLY SING
",NEGATIVE
" ANYWAY UM I WOULD RECOMMEND IT IF IF YOURE LIKE ME AND YOU DONT NORMALLY GO TO SEE ANIMATED MOVIES
",POSITIVE
"AND IM IM NOT REALLY IN A BIG HURRY AT MY AGE TO GO SEE ANIMATED MOVIES
",NEGATIVE
"UM BUT THERE REALLY HASNT BEEN MUCH TO HAS COME OUT THIS YEAR SO FAR THAT IM DYING TO GO SEE
",NEGATIVE
"AND I WAS THOROUGHLY UM SURPRISED
",POSITIVE
"AT HOW MUCH I REALLY DID ENJOY IT
",POSITIVE
"SO I WOULD RECOMMEND THIS MOVIE
",POSITIVE
"IT WAS AMAZING
",POSITIVE
"THE PREMIERE ITSELF WAS REALLY COOL
",POSITIVE
"AND I ACTUALLY LIKED THE FILM A LOT
",POSITIVE
" AND I WASNT EXPECTING TO
",POSITIVE
"BECAUSE I THOUGHT HOW THE HELL IS DICKENS AND DISNEY GONNA WORK TOGETHER LIKE THIS
",NEGATIVE
"BUT I THOUGHT THEY ACTUALLY WORKED PRETTY WELL
",POSITIVE
"AND THE END PART IS REALLY REALLY FUNNY
",POSITIVE
"BECAUSE HES BEEN SUCH A GRUMPY CHARACTER AND HES REALLY SCARED AND IN THE END HES SO CHANGED AND HES REALLY FUNNY
",POSITIVE
"HES LIKE WHAT A DELIGHTFUL CHILD 
",POSITIVE
" AND ITS ALL KIND OF ITS HARD TO EXPLAIN 
",POSITIVE
" THE ANIMATION WAS AMAZING
",POSITIVE
" I WASNT EXPECTING THAT MUCH
",NEGATIVE
"BECAUSE SOMETIMES 3D ISNT REALLY THAT GOOD 
",NEGATIVE
"BUT IT WAS FENOMENAL
",POSITIVE
" YOU KIND OF FORGET ABOUT THE FACT THAT IT IS 3D
",POSITIVE
"THE VOICES ARE REALLY GOOD
",POSITIVE
" THAT WAS ONE OF MY OTHER CONCERNS
",NEGATIVE
"WAS THAT AS AN ENGLISH PERSON I GET REALLY ANNOYED WHEN AMERICAN SHOWS AND FILMS HAVE AN ENGLISH CHARACTER
",NEGATIVE
" BUT THAN ITS SO OBVIOUSLY NOT AN ENGLISH CHARACTER
",NEGATIVE
"BUT YEAH GENERALLY THE ACCENTS WERE REALLY REALLY GOOD
",POSITIVE
"SO GOOD ONE YOU AMERICA FOR DOING THAT
",POSITIVE
"I DOUBT THAT THEYRE GONNA DO THIS FOR ALL THE SCREENINGS BECAUSE IT WAS THE PREMIERE
",POSITIVE
"BUT IM REALLY REALLY REALLY GLAD I SAW IT 
",POSITIVE
"AND I WOULD RECOMMEND IT TO OTHER PEOPLE ITS TRUE
",POSITIVE
"EVEN THOUGH I WAS LIKE HU IM GONNA HATE IT
",NEGATIVE
"ITS MY FAVORITE FILM EVER
",POSITIVE
"UM ITS NOT MY FAVORITE FILM EVER
",NEGATIVE
"BUT I WOULD DEFINATELY WATCH IT AGAIN
",POSITIVE
"I CAN IMAGINE GETTING THIS ON DVD AND WATCHING IT AT CHRISTMAS AT TIME BECAUSE IT MAKES YOU FEEL SO LIKE HUH ITS NOT ABOUT COMMERCIALIZATION ITS ABOUT YOU KNOW FAMILIES BEING TOGETHER
",POSITIVE
"AND ILL TELL YOU ALL ABOUT LIKE THE COOL PREMIERE AND STUFF
",POSITIVE
"BUT I JUST WANTED TO PUT THIS UP SOON
",POSITIVE
"WHICH WERE UM A DISASTEROUS 
",NEGATIVE
"AND I WAS PRETTY OPEN TO TO IT BEING GOOD
",POSITIVE
"I AT FIRST WHEN I SAW THE PREVIEWS I THOUGHT IT WAS GONNA BE STUPID TO BE PERFECTLY HONEST
",NEGATIVE
"I WAS LIKE THERES NO WAY THAT THEYRE GONNA BE ABLE TO CONVINCE ME THAT A SIXTEEN YEAR OLD GIRL CAN TAKE DOWN LIKE SIX ADULT DUDES
",NEGATIVE
"SO I SAW SOME OTHER REVIEWS AND I WAS LIKE OKAY I WAS SURPRISED
",POSITIVE
" AND THEY BOTH LIKED IT
",POSITIVE
"THEY S AND ALL THE PEOPLE WALKING OUT OF THE THEATRE AND BEYOND THE TRAILER REALLY LIKED IT 
",POSITIVE
" AND I GOTTA SAY I WASNT BLOWN AWAY BY IT 
",NEGATIVE
"I DIDNT THINK IT WAS GREAT OR EPIC OR JUST FANTASTIC
",NEGATIVE
"IT WAS GOOD
",POSITIVE
"I MEAN I DONT REGRET SEEING IT
",POSITIVE
"IT WAS IT WAS AN IT WAS AN OKAY MOVIE 
",POSITIVE
"ERIC BANA DECIDES TO TRAIN TO BE THIS MOST PARANOID ASASSIN CHICK IN THE WORLD 
",NEGATIVE
"ANYWAYS SKIPPING PAST THAT SHES GOT THIS LIKE KICK A ATTITUDE 
",POSITIVE
" SO ITS IT KIND OF FEELS LIKE A SUNDANCE FILM FESTIVAL TYPE OF MOVIE 
",NEGATIVE
"ITS GOOD 
",POSITIVE
"BUT ITS NOT GREAT
",NEGATIVE
"ITS NOT POLISHED QUITE AS MUCH AS I WOULD LIKE IT TO BE
",NEGATIVE
"IT IS GOOD THOUGH
",POSITIVE
"LIKE THEY CONVINCED ME LIKE THIS CHICK COULD PROBABLY TAKE THAT DUDE DOWN WHICH IS PRETTY HARD 
",POSITIVE
"BECAUSE I WENT INTO THE MOVIE THINKING THERES NO WAY
",NEGATIVE
" AND SO THEY KIND OF EXPLAIN IT A LITTLE BIT BUT NOT REALLY
",NEGATIVE
" UM I I AT THE END OF THE MOVIE THE FRIENDS I WAS WITH UH ONE OF THEM GOES WAS THERE A PLOT TO THIS MOVIE
",NEGATIVE
"IT DOESNT HAVE A DEEP SEEDED PLOT 
",NEGATIVE
"THERES NOT LIKE A REALLY GOOD TWIST
",NEGATIVE
"ITS A GOOD ACTION MOVIE 
",POSITIVE
"ITS LIKE 90 BOURNE IDENTITY MEETS 10 WILLY WONKA
",NEGATIVE
"THERES SOME REALLY STRANGE CHARACTERS IN THIS MOVIE
",NEGATIVE
"IT WAS IT DID ADD TO THE MOVIE THOUGH IT
",POSITIVE
"AND IT VISUALLY ITS KINDA COOL HOW THEY SHOW HER CONFUSION BECAUSE SHE GROWS UP IN THE WOODS
",POSITIVE
" SO IT IT WAS AND INTERESTING MOVIE
",POSITIVE
"IT WAS ORIGINAL
",POSITIVE
"AND I LIKED IT
",POSITIVE
"THE SOUNDTRACK WAS INTERESTING
",POSITIVE
"UM IT WASNT BAD
",POSITIVE
"BUT IT WAS IT WAS INTERESTING
",POSITIVE
"IT WASNT THE IT WASNT THE USUAL 
",NEGATIVE
"I DID LIKE KIND OF LIKE THE ACTION
",POSITIVE
"THE MUSIC KINDA DROVE A LOT OF THE ACTION
",POSITIVE
" WHICH IS COOL
",POSITIVE
"ITS ONE OF THOSE ROMANTIC COMEDIES THAT WE ALL DREAD
",NEGATIVE
" NOW THE REAL STAR OF SOMETHING BORROWED IS GINNIFER GOODWIN
",POSITIVE
" ANNOYINGLY SHE KIND OF YELLS AND SCREAMS THROUGH THE WHOLE MOVIE
",NEGATIVE
" AND IF YOU CAN TOLERATE HER THE REST OF THE MOVIE ISNT ANY BATTER
",NEGATIVE
"UM IT KIND OF FOLLOWS THE PATH OF MY BEST FRIENDS WEDDING 1997 JULIA ROBERTS MOVIE EXCEPT IT TAKES THIRTY MINUTES LONGER TO DEVIATE FROM THE SCRIPTS OF MY BEST FRIENDS WEDDING
",NEGATIVE
"THERE ARE SOME FUNNY MOMENTS
",POSITIVE
" BUT MOSTLY ITS JUST KATE HUDSON BEING VERY ANNOYING
",NEGATIVE
"AND I THINK ITS PREDICTABLE UP AN TO A POINT
",NEGATIVE
"I THINK WITH WITH THESE KIND OF MOVIES WE KIND OF PREDICT
",POSITIVE
" SO I WILL GIVE IT POINTS FOR NOT BEING EXACTLY LIKE MY BEST FRIENDS WEDDING EVEN AT THE TRAILER SETS IT UP THAT WAY
",POSITIVE
" GINNIFER GOODWIN IS FUN TO WATCH 
",POSITIVE
"BUT I DONT THINK SHES LEADING MATERIAL
",NEGATIVE
"AND LIKE I SAID KATE HUDSON COULDNT BE MORE ANNOYING HERE
",NEGATIVE
" IF THERE IS ANY SILVERLINING IN THIS MOVIE ITS JOHN KRASINSKI
",POSITIVE
"BUT HE HAS SOME OF THE FUNNIEST SCENES IN THIS MOVIE
",POSITIVE
" HE SEEMS TO BE THE ONLY REALISTIC CHARACTER HERE
",NEGATIVE
" THIS IS HIS MOST ENGAGING ENDEVOUR YET
",POSITIVE
"AND HE WHAT HE DOES WITH HANNA IS HE MAKES THE MOVIE ON LIKE ANYTHING WEVE SEEN BEFORE
",POSITIVE
"HE TAKES GREAT ACTORS OR ACRESSES IN THIS CASE LIKE SAOIRSE RONAN AND CATE BLANCHETT
",POSITIVE
"UM WHAT REALLY NEED ABOUT THIS MOVIE IS THE CHAMICAL BROTHERS DID THE SOUNDTRACKS WHATS PULSE POUNDING THE ENTIRE WAY THROUGH
",POSITIVE
"YOU NEVER KNOW WHATS GONNA HAPPEN
",POSITIVE
" THERES ALL THESE COLORFUL CHARACTERS
",POSITIVE
" I GAVE IT A B 
",POSITIVE
"BUT I THINK ITS ONE OF THOSE MOVIES THATS SO UNIQUE
",POSITIVE
"THAT YOU RESPECT THAT JOE WRIGHT TRIED TO DO SOMETHING COMPLETELY DIFFERENT HERE
",POSITIVE
" ITS COLORFUL
",POSITIVE
"ITS IN YOUR FACE
",POSITIVE
"ITS REALLY NON STOP FROM BEGINNING TO END 
",POSITIVE
"AND I THINK UM WHAT I TOOK AWAY FROM THIS WAS THAT REALLY TRIED VERY HARD TO MAKE SOMETHING ORIGINAL
",POSITIVE
"AND SOMETHING THAT I CANT FIND ANYTHING ELSE TO COMPARE IT TO
",POSITIVE
" I ALWAYS LIKE TO READ THE BOOK FIRST
",POSITIVE
" ITS A WEIRD THING
",NEGATIVE
"BECAUSE PRISCILLA FROM THE READABLES GAVE A SUCH A GOOD REVIEW 
",POSITIVE
"UM I SUGGEST THAT YOU GUYS GO AND WATCH THIS MOVIE
",POSITIVE
" IT WAS SO GOOD 
",POSITIVE
"UM ITS SURPASSED MY EXPECTATIONS
",POSITIVE
"UM USUALLY IM NOT REALLY A BIG HUGE SCIFI ALIEN KIND OF FAN
",NEGATIVE
"BUT UM IT WAS REALLY REALLY GOOD 
",POSITIVE
"UM I REALLY WANNA GO READ THE BOOK NOW 
",POSITIVE
"COZ IM SO CURIOUS TO SEE UM HOW THE STORYLINE UM GOT TO THAT POINT
",NEGATIVE
"I HEARD THAT IN THE BOOK IT DESCRIBES UM THE PLAN OF THE GLORY A LOT BETTER
",NEGATIVE
"UM GIVES MORE DETAILS SO I CANT WAIT TO GET MY HANDS ON IT NOW
",POSITIVE
"UM I CANT WAIT UNTIL THE NEXT ONE COMES OUT TOO
",POSITIVE
" UM IT IT TURNS OUT THAT JAMES FRAY WHO UM I REALY LIKE
",POSITIVE
" UM HE WROTE A GOOD BOOK
",POSITIVE
" UM AND I CANT WAIT FOR THE NEXT ONE TO COME OUT
",POSITIVE
"IM REALLY EXCITED
",POSITIVE
" UM AS FOR ALEX XXX I AM A NEW ALEX FAN
",POSITIVE
" HE WAS UNBELIEVABLE
",POSITIVE
"SO EASY ON THE EYES 
",POSITIVE
" UM I THINK HES MY NEW FAVORITE
",POSITIVE
"YEAH SO I SUGGEST THAT YOU GUYS ALL WATCH THIS MOVIE
",POSITIVE
" MILA KUNIS AND JUSTIN TIMBERLAKE I THOUGHT THEY MADE A GREAT DUO
",POSITIVE
" MILA KUNIS SHE IS GORGEOUS
",POSITIVE
"THERES SOME GREAT BEDROOM SCENES
",POSITIVE
"YOU GUYS ARE YOURE GONNA GET TO ENJOY
",POSITIVE
"A FINE LIGHT WEIGHT DAY MOVIE 
",POSITIVE
" I THINK SOME OF THE WOMEN ARE GOING TO ENJOY THIS MORE THAN THE GUYS
",POSITIVE
"UM CERTAINLY THERE ARE SOME SCENES WHERE I THINK SOME OF THE WOMEN ARE GONNA FEEL MORE THE EMOTION OF IT
",POSITIVE
"THERE ARE SOME FUNNY LINES
",POSITIVE
"GREAT STEAMY BEDROOM SCENES
",POSITIVE
"I WAS SURPRISED UM THE AMOUNT OF SKIN THEY SHOWED 
",NEGATIVE
"BUT UM IT WAS IN A GOOD TASTE 
",POSITIVE
"UM AND I THOUGHT WOODY HARELSON WAS A FUNNY 
",POSITIVE
"HE UM ADDED A GRAT DIMENSION TO THE MOVIE AS WELL
",POSITIVE
" STORYLINE WAS OK
",POSITIVE
" BUT OVERALL I THOUGHT IT WAS IT WAS A FUN PICTURE
",POSITIVE
"I I DO THINK ITS WORTH SEEING
",POSITIVE
"UM CERTIANLY AGAIN MORE OF A DAY MOVIE THAN UM SEEING IT ALONE
",POSITIVE
" UNLESS YOU LADIES GO TOGETHER TO SEE IT TOGETHER
",POSITIVE
"SO ID GO SEE IT 
",POSITIVE
"THUMBS UP 
",POSITIVE
"THE ACTION IS FUCKING AWESOME
",POSITIVE
"THE ACTION IS REALLY REALLY WELL DIRECTED
",POSITIVE
"9 ITS LIKE SOMEONE WATCHED THE THIRD ACT OF DISTRICT 9 A BUNCH OF TIMES LIKE LETS MAKE THIS INTO AN ENTIRE MOVIE ITLL BE AWESOME AND THATS PRETTY MUCH WHAT THEY DID HERE
",NEGATIVE
"BUT IT DIDNT TURN OUT QUITE NEARLY AS AWESOME AS THAT MOVIE DID
",NEGATIVE
"IN FACT THIS MOVIE ISNT EVEN ON THE SAME LEVEL AS DISTRICT 9 NOR IS IT UM FOR UH BLACK HAWK DOWN WHICH PEOPLE ARE COMPARING IT TO
",NEGATIVE
"I DIDNT REALLY SEE A COMPARISON TO BLACK HAWK DOWN UNTIL LIKE THE VERY VERY END
",NEGATIVE
" BUT NEVERTHELESS ANOTHER REALLY COOL THING ABOUT THIS MOVIE
",POSITIVE
" THE ALIENS ARE REALLY AWESOME
",POSITIVE
"THEY DESIGNED THE ALIENS IN A REALLY COOL UNIQUE WAY TO MAKE THEM LIKE BIOTIC BUT ALSO MECHANICAL
",POSITIVE
"AND THEY HAVE REALLY COOL TECHNOLOGY THATS REALLY INTERESTING TO WATCH LIKE MAKE THEM BLOW UP SHIT AND YOU KNOW 
",POSITIVE
"AND THEY ALWAYS LIKE PULL OUT SOMETHING NEW 
",POSITIVE
"BUT ITS NOT ALWAYS QUITE EXPLAINED YOU KNOW LIKE EVERYTHING ABOUT THE ALIENS
",NEGATIVE
"BUT THEY GIVE YOU A GOOD AMOUNT OF INFORMATION ABOUT THEM
",POSITIVE
" LIKE ENOUGH THAT IT ACTUALLY IS A GOOD REASON WHY THEY WHY THEYRE ATTACKING
",POSITIVE
"AND IT KEEPS YOUR INTERESTS IN THE ACTION SCENES AT LEAST DURING THIS MOVIE
",POSITIVE
"UH THE DIALOGUE IS TERRIBLE
",NEGATIVE
" THERE IS NO GOOD DIALOGUE
",NEGATIVE
"NOTHING IN THIS MOVIE IS CLEVERLY WRITTEN
",POSITIVE
"EVERYTHING THEY SAY JUST SOUNDS SO FUCKING STUPID
",NEGATIVE
"THE ONLY ACTOR WHO CAN REALLY SELL THEIR LINES IS ERIN ECKART
",NEGATIVE
"THERE ARE MOMENTS WHERE HE SAYS SOMETHING YOURE LIKE THAT JUST SOUNDED DUMB AS HELL
",NEGATIVE
"BUT HE TOTALLY SELLS IT
",POSITIVE
"BUT I KINDA WOULD HAVE READ THAT BEEN LIKE HM I MEAN SCHWARZANEGGER NEVER SAID ANYTHING REALLY THAT BADASS IN HIS MOVIES
",NEGATIVE
"BUT ARITE AND MOVING ON THERES NO CHARACTER DEVELOPMENT IN THIS MOVIE NONE
",NEGATIVE
"WELL I CAN TELL YOU RIGHT NOW I DONT REMEMBER THE NAMES OF ANY CHARACTERS NONE OF THEM WERE MEMBORABLE 
",NEGATIVE
"AND THEY WERE ALL JUST REALLY BLAND AND FORGETTABLE
",NEGATIVE
" WHICH I WAS NOT EXCITED TO SEE
",NEGATIVE
" AND IT ACTUALLY SURPRISED ME
",POSITIVE
" AND I HAVE TO ADMIT I I LIKE SHREK I DO
",POSITIVE
" I LIKE THE FIRST TWO SHREKS QUITE A BIT
",POSITIVE
"UM THEYVE BECOME QUITE A BIT OVERRATED
",NEGATIVE
"BUT THE FIRST TWO WERE PRETTY EXCELLENT
",POSITIVE
"THE THIRD ONE WAS A PIECE OF CRAP
",NEGATIVE
"AND THATS WHY I WAS NOT EXCITED ABOUT THE FOURTH ONE
",NEGATIVE
"UM WHICH ACTUALLY WAS REALLY GOOD
",POSITIVE
"I DID LIKE THE FOURTH ONE QUITE A BIT
",POSITIVE
"UM I I DID ENJOY IT
",POSITIVE
"IT REMINDED ME OF THE FIRST ONE HAD THE SAME KIND OF VIBE LIKE THE FIRST ONE
",POSITIVE
"AND IT JUST WAS BETTER
",POSITIVE
" MAYBE ITS THE BABY OGRES MAYBE BRINGING IN THE BABY OGRES REALLY BROUGHT IT DOWN
",NEGATIVE
"COZ THE FIRST TWO WERE GREAT AND THEY BROUGHT IN THE KIDS AND IT MADE IT MORE KIDDY FRIENDLY MOVIE
",NEGATIVE
" THE FIRST TWO WERE KID MOVIES
",POSITIVE
"BUT THEY WERE HAD ADULT HUMOUR 
",POSITIVE
"I THOUGH THAT ADULTS WOULD APPRECIATE 
",POSITIVE
"AND WOULD GO OVER THE KIDS HEADS AND THIS IS WHAT THE FOURTH ONE KIND OF HAS
",NEGATIVE
" THE THIRD ONE WAS MORE KID HUMOUR THOUGH
",POSITIVE
" IT DIDNT HAVE THAT MUCH ADULT HUMOUR IN IT 
",NEGATIVE
"UM YEAH THE FOURTH ONE IT DOES HAVE KID HUMOUR DEFINATELLY
",POSITIVE
"ITS A KIDS MOVIE 
",NEGATIVE
"BUT IT DOES HAVE SOME ADULT HUMOUR
",POSITIVE
"THOSE ARE QUOTE IN THIS MOVIE THAT SOUNDED SO DIRTY COMING OUT 
",NEGATIVE
"BUT IT AS GREAT
",POSITIVE
"YES UM SOMETHING ABOUT WAFFLE HOLE AM I THE ONLY ONE AM I PERVERTED NOT TO THINK THAT THAT SOUNDS DIRTY COZ IT TOTALLY DOES WAFFLE HOLE
",NEGATIVE
"IT HAD ME LAUGHING OUT LOUD
",POSITIVE
"AND I DONT THINK THAT MANY OTHER PEOPLE WERE LAUGHING ABOUT IT
",NEGATIVE
"UM YEAH ITS ITS BETTER THAN THE THIRD ONE ABSOLUTELY
",POSITIVE
"BECAUSE MY ONE OF MY COUSINS DOESNT LIKE THE GLASSES 
",NEGATIVE
"BUT ITS ACTUALLY WORTH TALKING ABOUT
",POSITIVE
"BECAUSE THE MOVIE ITSELF IS THE SAME OLD CRAP FROM THE SERIES 
",NEGATIVE
"YOU JUST CANT WALK IN EXOPECTING ANYTHING OTHER THAN THAT
",NEGATIVE
"BUT THE ACTING IS BAD 
",NEGATIVE
"THE PLOT IS YOU KNOW
",NEGATIVE
"ACTUALLY THE ACTING IS OK 
",POSITIVE
"I GUESS FOR THIS KIND OF MOVIE THE PLOT IS IS IS THREADBARE
",NEGATIVE
"THE THE UM CHARACTER DEVELOPMENT IS NIL
",NEGATIVE
" BUT NONE OF THOSE THINGS MATTER ITS A FUN MOVIE ANYWAY 
",POSITIVE
"ITS A POPCORN MOVIE
",NEGATIVE
"WHICH IS A TERRIBLE PICTURE
",NEGATIVE
"UM BUT UM THIS 3D DEFINATELLY LOOKS A LOT BETTER I THINK THAT REAL D
",POSITIVE
"I HAD IDEAL SEATS 
",POSITIVE
" BECAUSE ITS GOOD TO SIT RIGHT IN THE MIDDLE OF THE THEATER WITH 3D
",POSITIVE
"UM BUT THE THEY LOOKED AWESOME
",POSITIVE
"THE 3D ITSELF REALLY HAD IMPROVED
",POSITIVE
"UM THE COLOR LOOKED GREAT 
",POSITIVE
"COZ SOMETIMES 3D CAN MESS UP THE COLOR AT LEAST THE OLD ANAGLYPHIC 3D I THINK REAL D IT YOU KNOW HAD SORT OF HAD SORT OF TEMPTED BUT IT WINDS ITSELF ITS ALSO UM NOT IDEAL FOR FOR THE IMIGAE ITSLEF
",NEGATIVE
"UM BUT THIS LOOKED AMAZING LOOKED REALLY GOOD 
",POSITIVE
"AND IT MAKES IT WORTH GOING TO SEE THIS MOVIE IF YOUVE GOT UM THE DOLBY 3D SOMEWHERE IN YOUR TOWN
",POSITIVE
"AND I HOPE THIS TAKES OVER AS THE NEW SYSTEM
",POSITIVE
"I WOULD LOVE THAT
",POSITIVE
"THAT BE THAT WOULD BE COOL TO SEE I MEAN
",POSITIVE
"EVENTUALLY WERE GONNA GET BURNED OUT AS A SOCI AS A SOCIETY
",NEGATIVE
"ONCE AGIAN WERE GONNA BE BURNED OUT ON 3D
",NEGATIVE
" BECAUSE ITS IT IS A GIMMICK ULTMATELLY
",NEGATIVE
" UM BUT I WILL SAY UM WITH THIS WITH THIS QUALITY OF 3D YOU COULD ALMOST MAKE YOU KNOW A REGULAR LIKE A DRAMATIC MOVIE OR AN ACTION MOVIE OR SOMETHING THAT WAS REALLY GOOD MOVIE AND YOU COULD MAKE IT 3D AND IT WOULDNT AT ALL 
",POSITIVE
"YES WHEN YOU HEAR JOHNNY DEPP YOU THINK UH THIS MOVIE HAS TO BE GOOD
",POSITIVE
" IM NOT GOING TO LIE TO YOU IT WASNT GOOD
",NEGATIVE
"IT WAS REALLY BORING TO ME 
",NEGATIVE
"CHUCKLING I MEAN AND I DONT ACTUALLY GO AND IM NOT BEING BIASED BECAUSE I DONT REALLY GO FOR THE ANIMATED TYPE FILMS
",NEGATIVE
"I GO FOR LIKE THE MORE OLDIES TYPE TYPE FILMS I GUESS LIKE THE OLDER PIXAR FILMS LIKE TOY STORY AND ALL THAT STUFF
",NEGATIVE
"UM BUT THIS ONE WAS UH I DONT KNOW I MEAN THE STORY WAS THERE BUT SIGH I DONT KNOW
",NEGATIVE
"LAUGHING YOU KNOW A MOVIES TERRIBLE WHEN A PERSON TRYING TO REVIEW IT DOESNT EVEN KNOW WHAT TO SAY BUT I DONT KNOW THIS MOVIE WAS
",NEGATIVE
"UH JOHNNY DEPP DOING THE VOICE WAS FANTASTIC
",POSITIVE
"BUT IT WAS JUST IT WAS LIKE IM NOT GONNA EVEN LIE TO YOU GUYS I FELL ASLEEP AROUND THE MIDDLE OF IT AND WOKE UP LIKE WHAT JUST HAPPENED 
",NEGATIVE
"UM ITS ONE OF THOSE MOVIES WHERE MOST OF THE FUNNY PARTS ARE IN THE COMMERCIAL YOU KNOW YOUVE SEEN THE COMMERCIAL SO MANY TIMES THAT THAT PART ISNT EVEN FUNNY ANYMORE AND THEN YOURE WONDERING WHERE THE HELL IS THE REST OF IT
",NEGATIVE
"IT WASNT THERE
",NEGATIVE
"IT JUST WASNT IT DI DID NOT WORK FOR ME
",NEGATIVE
